norm_name,github_login,decision,source,note,decided_at
jessica tallon,tsyesika,confirm,auto,"corroborated: orgs=['unitycoders', 'OAOSIDL'], flw=90",2026-06-28
james lowden,jklowden,confirm,auto,"single cand + signals: company=Symas, Inc. ",2026-06-28
salve j nilsen,sjn,confirm,auto,"corroborated: has_bio, orgs=['perl6', 'Raku'], flw=55",2026-06-28
lancelot six,lancesix,confirm,auto,"very unique name, company=AMD, top of 2",2026-06-28
ludovic courtes,civodul,confirm,auto,single cand + signals: flw=78,2026-06-28
thomas woerner,t-woerner,confirm,auto,"corroborated: company=Red Hat, Inc., orgs=['freeipa'], flw=2",2026-06-28
hugo cornelis,HugoCornelis,confirm,auto,"single cand, unique name, score=0",2026-06-28
peter keller,petekeller2,reject,auto,"common name, 5 cands, no corroboration",2026-06-28
andrew williams,AndrewILWilliams,confirm,auto,"corroborated: has_bio, flw=69",2026-06-28
pierrick philippe,pierrick-philippe,confirm,auto,single cand + signals: company=Orange,2026-06-28
marta rybczynska,mrybczyn,confirm,auto,single cand + signals: company=Ygreky,2026-06-28
magnus kulke,mkulke,confirm,auto,"corroborated: company=@Microsoft, has_bio, orgs=['kinvolk'],",2026-06-28
erwann roussy,eroussy,confirm,auto,"single cand, unique name, score=1",2026-06-28
jeremy bennett,jeremybennett,confirm,auto,"corroborated: company=Embecosm, orgs=['openrisc', 'embecosm'",2026-06-28
remi duraffort,ivoire,confirm,auto,"single cand, unique name, score=1",2026-06-28
holger krekel,hpk42,confirm,auto,single cand + signals: company=merlinux,2026-06-28
deb bryant,Debrant,reject,auto,name mismatch: speaker 'Deb Bryant' vs cand 'Nathan Bryant',2026-06-28
lukas,lukas,reject,auto,"single-name speaker, ambiguous (5 cands)",2026-06-28
iolanda pensa,iopensa,confirm,auto,"corroborated: company=SUPSI SUPSI University of Appl, has_bi",2026-06-28
shirley bailes,shirleybailes,confirm,auto,single cand + signals: company=@intel,2026-06-28
walt miner,waltminer,confirm,auto,"unique name, orgs=automotive-grade-linux, top of 2",2026-06-28
thorsten behrens,thorstenb,confirm,auto,"corroborated: company=allotropia software GmbH, orgs=['tdf']",2026-06-28
bryan o donoghue,0xB0D,confirm,auto,single cand + signals: company=Nexus Software,2026-06-28
petr mensik,pemensik,confirm,auto,"corroborated: company=Red Hat, has_bio, orgs=['avahi'], flw=",2026-06-28
dmitriy kostiuk,fiowro,confirm,auto,"unique name, top of 2, orgs=ngo-boost",2026-06-28
thibault raffaillac,traffaillac,confirm,auto,"single cand, unique name, score=1",2026-06-28
dcz,dcz,reject,auto,"single-name speaker, ambiguous (5 cands)",2026-06-28
holger levsen,h01ger,confirm,auto,"single cand + signals: has_bio, flw=41",2026-06-28
hans de goede,jwrdegoede,confirm,auto,corroborated: flw=280,2026-06-28
ben bucksch,benbucksch,confirm,auto,"corroborated: company=Beonex, flw=40",2026-06-28
johannes schlatow,jschlatow,confirm,auto,"corroborated: company=@genodelabs , orgs=['genodelabs'], flw",2026-06-28
graziano casto,graz-dev,confirm,auto,"corroborated: company=Akamas, has_bio, flw=22",2026-06-28
maximilian huber,maxhbr,confirm,auto,"corroborated: company=@TNG Technology Consulting Gmb, orgs=[",2026-06-28
renzo davoli,rd235,confirm,auto,"corroborated: orgs=['virtualsquare'], flw=168",2026-06-28
bradley m kuhn,bkuhn,confirm,auto,"corroborated: company=@conservancy , has_bio, flw=49",2026-06-28
matthias kirschner,kirschner,confirm,auto,aff=FSFE matches company=Free Software Foundation Europe,2026-06-28
matija suklje,silverhook,confirm,auto,"corroborated: company=@liferay, orgs=['liferay', 'kiberpipa'",2026-06-28
nektarios konstantinidis,nekkon,reject,auto,"bio=Lead FE Developer; no JVM repos; 0 followers — FE dev, not JVM speaker",2026-06-28
stratos kourtzanidis,melkor54248,reject,auto,bio=.NET Developer; company=ThessalonikiNet-MeetUp; orgs=msmvps — .NET stack not JVM,2026-06-28
sergey polyashov,mincer,reject,auto,sparse profile: no bio no company no JVM repos zero corroboration despite exact name match,2026-06-28
luis porras,lporras,reject,auto,bio says Ruby/Node.js/Rails — not a JVM developer,2026-06-28
betzabe salas,betzabe-salas-vergara,confirm,auto,rare first name; login encodes full compound surname; IT Architect at enterprise (Seguros Bolivar),2026-06-28
christian gomez,cvcg11,reject,auto,very common name; no bio/company/JVM repos — no corroboration,2026-06-28
diego silva,DiegoMBS,reject,auto,extremely common name; no JVM repos or bio signal for top candidate,2026-06-28
vicente suc,vicentesuc,confirm,auto,bio explicitly says Java/.Net Core; distinctive name,2026-06-28
tanja obradovic,TanjaObradovic,confirm,auto,Eclipse Foundation company directly corroborates Jakarta EE Program Manager role,2026-06-28
shabnam mayel,shabnammayel,confirm,auto,Unique name exact match; sparse profile consistent with marketing (non-developer) role,2026-06-28
michael johnson,migarjo,reject,auto,common name; no bio/company/JVM repos; no affiliation match for SQLSA,2026-06-28
gerard de jong,gerarddejong,reject,auto,"no JVM repos, no company, bio gives no affiliation signal for IQBusiness",2026-06-28
mario junior,Mario-Junior,reject,auto,company Stone Co. != XP Inc.; no JVM repos; common name with multiple candidates,2026-06-28
veliswa boya,veliswaan,confirm,auto,bio says AWS Community Hero/Certified — directly corroborates AWS affiliation; distinctive name,2026-06-28
michael levin,MichaelLevin5908,reject,auto,company Drip/YC != Cambridge Web Design; no JVM repos; common name,2026-06-28
jochen setz,jose1979,reject,auto,empty profile no company bio orgs or JVM repos,2026-06-28
masha staub,masha-staub,reject,auto,company mismatch Accenture vs Thoughtworks no JVM repos,2026-06-28
joerg mueller,JoergM,confirm,auto,INNOQ company+org match Principal Consultant title 38 followers JUG orgs,2026-06-28
andrii raikov,raykov,reject,auto,empty profile no company bio or JVM repos,2026-06-28
joe egan,joeegan,reject,auto,no bio/company/org/JVM-repo; zero corroboration for UCL/ATLAS,2026-06-28
joe egan,joes-git,confirm,auto,bio 'High Energy Physics PhD Student | UCL' matches UCL/ATLAS affiliation exactly,2026-06-28
marcos maia,marcosmaia777,reject,auto,front-end student; no Bitvavo or JVM corroboration; wrong person,2026-06-28
tobias kluge,tobiaskluge,reject,auto,3 candidates share exact name; top cand has no JVM repos or bio to distinguish,2026-06-28
oguz ceylan,oguzc,reject,auto,2 candidates share exact name; Microsoft company not JVM-specific; no repos or bio,2026-06-28
arthur neudeck,ArthurNeudeck,confirm,auto,uncommon name; single exact match on GitHub; likely the BaselOne speaker,2026-06-28
garima agarwal,agarwalgarimap,reject,auto,"student bio (NIT Silchar data science), no JVM repos, no BoA connection",2026-06-28
prem chandrasekaran,premkumarcsn,reject,auto,"company is Ensobit not Thoughtworks, 0 followers, no JVM repos",2026-06-28
lance finney,LMFinney,reject,auto,no bio/company/JVM repos to corroborate Inficon affiliation,2026-06-28
lucia greco,luciagreco,reject,auto,"0 followers, empty profile, no JVM repos, no corroborating signals",2026-06-28
bhupendra mishra,mbhupendra,reject,auto,"company is Tech Mahindra not SiriusXM, no JVM repos",2026-06-28
kieran murphy,daffster,reject,auto,"no bio/company/JVM repos, common name, no Grainger connection",2026-06-28
daniel steinberg,dstein64,reject,auto,"no JVM repos, no Dim Sum Thinking bio/company, insufficient corroboration",2026-06-28
lorenzo ferri,LorenzoFerri,reject,auto,5 candidates same name no JVM repos no bio no company no distinguishing signals,2026-06-28
alex gavrilescu,MrLesk,confirm,auto,unique Romanian surname dominant candidate 149flw Vienna location consistent with Funstage GmbH,2026-06-28
alessandro giagnorio,Devy99,confirm,auto,unique name single candidate PhD informatics bio consistent with USI affiliation,2026-06-28
domagoj maric,doma150,confirm,auto,unique Croatian name single candidate IoT software dev consistent with JVM conf speaker,2026-06-28
matteo orlandi,doranakan,reject,auto,bio explicitly shows React Native/Expo JS dev not JVM company mismatch Sygnum vs Welld,2026-06-28
lorenzo verardo,lorenzoverardo,confirm,auto,rare Italian surname single candidate software engineer company may reflect job change,2026-06-28
atsushi ikeda,Ai0202,reject,auto,no JVM signal; common name; multiple empty candidates,2026-06-28
ayaka suzuki,suzukiayaka1211,reject,auto,no JVM signal; common name; no company match (Nomura NRI),2026-06-28
daiki sakuma,daiki-skm,reject,auto,no JVM signal; no company match vs Recruit,2026-06-28
gaku amano,gakuamano13,reject,auto,bio explicitly PHP/Laravel; not JVM,2026-06-28
kohei sasaki,sasaki-kouhei,reject,auto,company excite.co.jp vs RedFrasco; wrong person,2026-06-28
kohei sasaki,kohei-sasaki-rf,confirm,auto,login -rf and company Red Frasco match aff RedFrasco,2026-06-28
masataka fujiwara,wn-masatakafujiwara,confirm,auto,login prefix wn- and org wealthnavi match aff WealthNavi,2026-06-28
naoki takahashi,NaokiTakahashi12,reject,auto,very common name; 5 similar candidates; no JVM signal,2026-06-28
t a c,TzuChieh,reject,auto,game engine dev EpicGames; no JVM; T.C. != T.A.C.,2026-06-28
making,waffle-iron,reject,auto,company Rally Software vs VMware; wrong person,2026-06-28
making,making,confirm,auto,speaker handle=making; VMware aff match; 901 followers,2026-06-28
toshiki nishioka,tnishiok,reject,auto,no JVM signal; no company; ambiguous vs tnishiox,2026-06-28
yuichiro hayashi,onihei,reject,auto,bio is iOS music app; no JVM; no company match,2026-06-28
neel bhatt,Neel1302,reject,auto,ML/CV postdoc at UT Austin; no JVM repos; no connection to RTL or Java,2026-06-28
peter schuler,peter-m-schuler,reject,auto,company it-objects GmbH mismatches Rabobank; no JVM repos; multiple Peter Schulers without corroboration,2026-06-28
kevin azijn,kazijn,confirm,auto,distinctive Belgian/Dutch name; sole candidate; exact name match; AWS speaker at JVM conference,2026-06-28
andrea berglund,andberg,confirm,auto,moderately distinctive name; sole gender-matching candidate; runner-up is Andreas not Andrea; Swedish context consistent with Arbetsförmedlingen,2026-06-28
stefan bohringer,sboehringer,reject,auto,moderately common German name; zero corroboration (no company/bio/orgs/jvm_repo); Educational Data Science affiliation not clearly JVM,2026-06-28
martin gunnarsson,Blazter99,reject,auto,bio says currently learning programming contradicts professional conference speaker; no Parkster affiliation; common Swedish name,2026-06-28
gang luo,crysislinux,reject,auto,bio says JavaScript Developer contradicts JVM conference speaker; no Electrolux affiliation; no JVM repos,2026-06-28
georges saab,georgessb,confirm,auto,Georges Saab is well-known Oracle Java VP; login georgessb abbreviates Georges Saab; reversed name format Saab Georges consistent with Eastern name order,2026-06-28
andreas wanqvist,mobilemancer,reject,auto,Aurelia JavaScript framework core team member; Microsoft MVP; no JVM repos; profile stack is JS/frontend not JVM,2026-06-28
zakaria slimane,slzakaria,reject,auto,bio is JS/React/Golang/AWS — no JVM signals,2026-06-28
pavlos tzianos,ptzianos,confirm,auto,"distinctive Greek name, single exact match, company Smithy Security",2026-06-28
anshika koul,AnshikaKoul,reject,auto,"no corroborating signals, empty bio/company, no JVM repos",2026-06-28
amine chouki,amineck,reject,auto,"no corroborating signals, empty bio/company, no JVM repos",2026-06-28
badr molato,badrmolato1,reject,auto,"company Molato Digital not Capgemini, no JVM repos",2026-06-28
mehdi boumhicha,elmehdibm,confirm,auto,"bio mentions Java explicitly, El Mehdi is a Moroccan name variant of Mehdi",2026-06-28
estelle landry,estellelandry,reject,auto,"no affiliation to corroborate, no JVM repos, common French name",2026-06-28
er raghi karima,KarimaErraghi,confirm,auto,"very distinctive Moroccan reversed-name format, single exact match",2026-06-28
el bachir outidrarine,StoicBug,confirm,auto,"rare surname Outidrarine, 65 followers dominates runner-up 4",2026-06-28
anass drissi,Anass-Dr,reject,auto,"common Moroccan name, empty bio, no JVM repos",2026-06-28
youssef mouhim,YoussefMouhim,reject,auto,"no corroborating signals, empty bio/company, no JVM repos",2026-06-28
omar zeroual,Omar29-long,reject,auto,"common Moroccan name, 1 follower, empty bio, no JVM",2026-06-28
annie talvasto,AnnieTalvasto,confirm,auto,"distinctive Finnish name, single candidate, CNCF Ambassador/Azure MVP cloud professional",2026-06-28
faycal noushi,N-faycal,confirm,auto,"distinctive name, Moroccan company zen-networks.ma, single candidate",2026-06-28
abai oussama,oabai,reject,auto,"company Digicactus not speaker aff, DevOps only, 1 follower, no JVM",2026-06-28
andrea iacono,andreaiacono,confirm,auto,jugmilano org = JUG Milano Java User Group — strong JVM signal,2026-06-28
joel seguillon,jseguillon,reject,auto,"DevOps/Kubernetes only bio, no JVM, company AriadNext not Freelance",2026-06-28
alex magalhaes,MagalhaesExe,reject,auto,"common Portuguese surname, multiple candidates, no JVM signals",2026-06-28
oussama ennafii,ethiy,reject,auto,"company Upciti not CIH Bank, empty bio, no JVM repos",2026-06-28
oumayma essarhi,ouma09,reject,auto,"no corroborating signals, empty bio/company, no JVM repos",2026-06-28
amine benettaj,aminebenettaj,reject,auto,"0 followers, empty bio/company, no JVM signals",2026-06-28
mohammed daoudi,Iduoad,reject,auto,"common Moroccan name, multiple cands, bio non-technical, no Oracle/JVM connection",2026-06-28
amijai saragovi,amijais,reject,auto,protein designer at UW — not a JVM/tech conference speaker,2026-06-28
anjuli jhakry,Anjuli-l,confirm,auto,very unique name; sole exact-match candidate,2026-06-28
anton gunnarsson,anton-g,confirm,auto,top candidate; Mpya Digital is Swedish IT consultancy; 29 followers,2026-06-28
birol yildiz,BirolYildiz,confirm,auto,founder of @iLert (org match); company matches; developer bio,2026-06-28
charles humble,CHHUM,confirm,auto,bio says former CTO/architect matches known tech speaker Charles Humble,2026-06-28
christian horsdal,horsdal,confirm,auto,150 followers; NancyFx and DCI orgs; known .NET author/speaker,2026-06-28
darren richardson,AntonioUniverse,reject,auto,suspicious username; no bio/company/JVM repos; 6 followers,2026-06-28
darya petrashka,dashapetr,confirm,auto,Data Scientist/AWS Community Builder bio; 48 followers; unique name,2026-06-28
david mellum,edmellum,reject,auto,GH name is David Ed Mellum (not exact); 0 followers; no corroboration,2026-06-28
elizabeth zagroba,ezagroba,confirm,auto,unique name; sole candidate; 14 followers,2026-06-28
emma armstrong,emmaac,reject,auto,GH name is Emma Armstrong Carter; NSF postdoc at UC Berkeley; not JVM speaker,2026-06-28
erwin staal,staal-it,confirm,auto,@XpiritBV + @Staal-it companies; Azure Architect; 31 followers,2026-06-28
gert jan van halem,gjvanhalem,confirm,auto,unique Dutch name; sole candidate,2026-06-28
goran vuksic,gvuksic,reject,auto,5 competing candidates with same name; no corroboration for top pick,2026-06-28
hugo hjerten,hugohjerten,confirm,auto,unique Swedish name; sole candidate; 5 followers,2026-06-28
jitesh gosai,jitgo,confirm,auto,distinctive name; sole candidate,2026-06-28
joshua kerievsky,JoshuaKerievsky,confirm,auto,Industrial Logic Inc. exact company; speakerconf org; well-known agile practitioner,2026-06-28
justyna zander,justynazander,confirm,auto,unique name; sole candidate; 18 followers,2026-06-28
kenneth edwall,kenneth-edwall,confirm,auto,fairly unique Swedish name; sole candidate,2026-06-28
lianne potter,liannepotter,confirm,auto,@nhsuk company; fairly unique name; sole candidate,2026-06-28
line hviid,linehviid,confirm,auto,unique Danish name; sole candidate,2026-06-28
linus martensson,linusmartensson,confirm,auto,unique Swedish name; sole candidate; 7 followers,2026-06-28
martin nilsson,ibbles,reject,auto,very common Swedish name; 5 competing candidates; no corroboration,2026-06-28
matyas manninger,manmat,confirm,auto,unique Hungarian name; sole candidate,2026-06-28
max arshinov,max-arshinov,confirm,auto,81 followers; dominant single match,2026-06-28
mike burrows,m3bm3b,reject,auto,4 competing candidates with same name; no corroboration for top pick,2026-06-28
patrick berry,pberry,reject,auto,bio says Principal Product Owner at Ferguson (retail); not JVM speaker profile,2026-06-28
saurabh shrivastava,saurabhshri,confirm,auto,101 followers; cmusphinx+CCExtractor orgs; dominant match,2026-06-28
stacy cashmore,StacyCash,confirm,auto,Swetugg org (Swedish tech conf); 51 followers; strong corroboration,2026-06-28
staffan palopaa,staffanpalopaa,confirm,auto,very unique Finnish-Swedish name; sole candidate,2026-06-28
taswar bhatti,taswar,confirm,auto,Microsoft company; unique name; 24 followers,2026-06-28
tim damen,timdamen,confirm,auto,focusring.io company; Nuxt ecosystem team; 49 followers,2026-06-28
tina woods,FanodaBoq37,reject,auto,suspicious random-looking username; 0 followers; no bio,2026-06-28
vernon richards,vernontab,reject,auto,0 followers; no bio/company/JVM repos,2026-06-28
markus westergren,markusumecon,confirm,auto,username encodes name+company (markus+umecon); strong affiliation signal,2026-06-28
ivan schwarz,ivanschwarz,confirm,auto,Zentrick acquired by DoubleVerify 2017; stale profile likely same person,2026-06-28
aayush anand,Aayush-0910,reject,auto,"common name with 5 candidates, top cand has extra middle name Sinha + no JVM repos, frontend dev at wrong company",2026-06-28
indira bandari,indupriya9,confirm,auto,"unique name, single exact match, no contradicting signals",2026-06-28
piotr baryczkowski,Piotr45,confirm,auto,"unique Polish name, single exact match; Intel vs university affiliation plausible dual role",2026-06-28
konstantine beridze,Ber13I,confirm,auto,"rare Georgian name, single exact match",2026-06-28
sebastian buczynski,Enforcer,confirm,auto,"unique Polish name, dominant match 203 vs 1 follower",2026-06-28
pawe fu awka,Pawel605,confirm,auto,"unique Polish name (Pawe Fuawka), single exact match",2026-06-28
jakub gardo,jgardo-ds,confirm,auto,"login jgardo-ds aligns with affiliation domain jgardo.dev, single match",2026-06-28
konrad gawda,kgawda,confirm,auto,"login kgawda matches K. Gawda initials, single exact match",2026-06-28
tomasz janczewski,tomaszjanczewski-deltologic,reject,auto,"login suffix -deltologic contradicts Naval Academy aff; 3 candidates, none match",2026-06-28
aleksander kaim,olekjs,confirm,auto,"olek is standard nickname for Aleksander, single match, bio=Software Engineer",2026-06-28
grzegorz kocjan,gkocjan,confirm,auto,"login gkocjan matches initials, single exact match",2026-06-28
micha kodura,MichaelWarrior,confirm,auto,"unique Polish name, single exact match",2026-06-28
tomasz kopacz,tkopacz,confirm,auto,"login tkopacz matches T. Kopacz, dominant 27 vs 0 followers",2026-06-28
ruslan korniichuk,korniichuk,confirm,auto,"unique Ukrainian name, single dominant match, data architect bio",2026-06-28
konrad krawczyk,krawc,reject,auto,"common Polish surname, 5 candidates, no affiliation corroboration for WEBSENSA",2026-06-28
madise lebogang,Fruitymo,confirm,auto,"unique African name, reversed as Lebogang MM Madise in GitHub, dominant 54 vs 0 followers",2026-06-28
igor minar,IgorMinar,confirm,auto,"unique name, 3341 followers dominant, well-known developer at Cloudflare matching aff",2026-06-28
selim nowicki,selimnowicki-dh,confirm,auto,"rare name, login explicitly encodes full name, single match",2026-06-28
piotr pawlik,piotrpawlik,reject,auto,company mismatch Microsoft vs Apollo; bio=Senior Frontend Engineer unlikely at JVM conf; 5 candidates,2026-06-28
maria piterberg,mariapiterberg,confirm,auto,"unique name, login exactly matches, single match, bio=Senior Software Engineer consistent",2026-06-28
mateusz piwek,tools200ms,reject,auto,"login tools200ms does not match name, no affiliation or JVM corroboration",2026-06-28
pranav prabhakar,pranav-prabhakar-dev,confirm,auto,"login explicitly encodes full name with -dev suffix, clearest match among 3 candidates",2026-06-28
alejandro quesada,alejandrocq,reject,auto,cand has middle name Castilla and works at GEOTAB not Netflix; multiple candidates,2026-06-28
jakub skrzynski,jskrzynski-wr,confirm,auto,"unique Polish name, login encodes surname, single exact match",2026-06-28
gianmario spacagna,joaomario-brainly,confirm,auto,"unique Italian name, login contains mario+brainly matching former employer, single match",2026-06-28
adrian sroka,suvroc,reject,auto,login suvroc does not match name; better cand adrian-sroka-relativity matches affiliation,2026-06-28
piotr stapp,ptrstpp950,confirm,auto,"unique name, 51 followers dominant, orgs include dotnetomaniak = Polish .NET community",2026-06-28
przemys aw starosta,pstarko,confirm,auto,"unique Polish name, login pstarko matches P. Starosta, single match",2026-06-28
tomasz stelmach,stelekpl,reject,auto,"3 candidates all with 0 followers, no affiliation corroboration for Quality Island",2026-06-28
maciej strzelecki,mstrzele,confirm,auto,"login mstrzele matches M. Strzelecki, dominant 37 vs 0 followers",2026-06-28
daniel taube,danielGFN,reject,auto,"login danielGFN does not match name, 0 followers, no corroboration",2026-06-28
sebastian witowski,switowski,confirm,auto,"login switowski = s+witowski, 220 followers dominant, org inveniosoftware = tech community",2026-06-28
damian wysocki,d-wysocki,confirm,auto,"login d-wysocki matches D. Wysocki, dominant 14 vs 6 followers",2026-06-28
wojciech zajac,WojtekReu,confirm,auto,"Wojtek = standard nickname for Wojciech, dominant 7 vs 0 followers, org WarLUG=tech community",2026-06-28
marcin dubel,mdubel,confirm,auto,"login mdubel matches M. Dubel, unique name, single match",2026-06-28
benjamin dubreu,bdubreu-adeo,confirm,auto,"login bdubreu-adeo encodes name+former employer Adeo, unique name",2026-06-28
grigorij dudnik,Grigorij-Dudnik,confirm,auto,"login exactly encodes full name, unique name, single match",2026-06-28
mateusz kaczorek,matkacz,confirm,auto,"login matkacz = mat(eusz)+kacz(orek), unique name, single match",2026-06-28
micha opuszynski,MichalLopuszynski,confirm,auto,"login exactly encodes full name, unique Polish name, single match",2026-06-28
marlene mhangami,marlenemhangami,confirm,auto,"login exactly encodes full name, unique name, bio=passionate about coding and communities",2026-06-28
patryk pietka,circuit-printer,reject,auto,"login circuit-printer does not match name, 0 followers, no corroboration",2026-06-28
sumit saha,ss-is-master-chief,reject,auto,"common name, 5 candidates, company mismatch Microsoft vs squadrun",2026-06-28
dominik tomalczyk,13Dominik,confirm,auto,"unique name, single match, AGH UST student consistent with conference speaker",2026-06-28
ole maiwald,olemaiwald,confirm,auto,exact login match; bio architecting distributed systems; likely changed jobs MHP->BCG,2026-06-28
jerry van angeren,angerenj,reject,auto,empty profile; no company/bio/JVM repos; ING affiliation unconfirmed,2026-06-28
miroslav grgic,MiroslavGrgic-DB,reject,auto,(DB) suffix in name conflicts with OG Consultancy affiliation; no corroboration,2026-06-28
stjepan matijasevic,smatijasevicHappening,confirm,auto,login encodes affiliation org 'Happening'; corroborates HUJAK/Happening,2026-06-28
marek kratky,Marekatrix,reject,auto,2 candidates; neither has JVM repos or bio; no corroboration,2026-06-28
ivo majic,IvoMajic,reject,auto,single candidate; no company/bio/JVM repos; no corroboration,2026-06-28
martin zagar,mxzcad,reject,auto,cryptic login unrelated to name; empty profile; empty affiliation to cross-check,2026-06-28
filip milkovic,Filip7,reject,auto,4 ambiguous candidates; top cand has ghostty-org but no JVM repos; no corroboration,2026-06-28
martin grmek,martingrmek-asseco,confirm,auto,GitHub company @asseco-see and login encodes company name; sufficient corroboration,2026-06-28
jacek psiuk,jacek-psiuk,reject,auto,empty profile; Commerce Media Tech affiliation unconfirmed; no corroboration,2026-06-28
edward burns,EdwardBurns,reject,auto,two name-matching accounts (EdwardBurns/edward-burns); neither has company/bio/orgs/jvm_repo to corroborate Principal Architect for Java on Azure,2026-06-28
agnieszka karlinska,akarlinska,reject,auto,"no JVM repos, empty company (aff HIVE AI not in profile), no bio, 6 followers — zero corroboration",2026-06-28
s awek piotrowski,sentinelt,confirm,auto,org atteo is Atteo Java library project — JVM corroboration; 29 followers; exact name match,2026-06-28
alina wroblewska,alina-wroblewska,reject,auto,"empty profile: 0 followers, no bio, no company, no JVM repos — zero corroboration",2026-06-28
ags,lakpahana,reject,auto,speaker name is just initials; AGS Lakpahana (Univ. Ruhuna) does not match Polish JVM conference context,2026-06-28
piotr cwiklinski,piotrcwiklinski,confirm,auto,distinctive Polish name exact match; aff Sii is major Polish IT firm; sufficient at Polish JVM conference,2026-06-28
krzysztof czartoryski,k1-euvic,confirm,auto,login k1-euvic encodes Euvic company; company field=Euvic (Polish IT firm); very rare historical surname,2026-06-28
micha mazur,ultron682,reject,auto,"very common Polish name with multiple candidates; best candidate is IT student, no JVM repos",2026-06-28
francisco ferreira,OXINARF,reject,auto,"very common Portuguese name; candidate has ArduPilot/robotics org, no JVM repos, multiple equally-named candidates",2026-06-28
maciej czajka,MaciejCzajka,reject,auto,"completely empty profile: 0 followers, no bio, no company, no JVM repos",2026-06-28
marek obaza,nc-mlo,confirm,auto,login nc-mlo encodes Netcompany + Marek Lobaza initials; company=Netcompany (IT firm); distinctive name,2026-06-28
micha marcinczuk,mczuk,confirm,auto,very rare Polish surname Marcinczuk; company Samurai Labs/CodeNLP is real; name uniqueness sufficient,2026-06-28
iwona christop,iwona-christop,reject,auto,"no JVM repos, empty company/bio, only 3 followers — zero corroboration",2026-06-28
marcin wierzbinski,marcin119a,reject,auto,company @letscodekids (kids coding edu) does not corroborate JVM speaker; no JVM repos,2026-06-28
martina staffa,MartinaLinn,reject,auto,"web developer / c't webdev speaker, no JVM repos, no shopware AG match",2026-06-28
kai schmidt,kaikalii,reject,auto,"Rust developer / uiua-lang creator, no JVM; common name with multiple candidates",2026-06-28
sebastian meyer,bastimeyer,reject,auto,"Streamlink/Python developer, no JVM repos, no Dirk Rossmann GmbH link; common name",2026-06-28
gabriel winkler,misternono,reject,auto,"GitHub name is Noah-Gabriel Winkler not Gabriel Winkler, no company/JVM/OPEN KNOWLEDGE match",2026-06-28
ramtin hafezinejad,RamtinHaf,confirm,auto,Oslo-region DevSecOps/security workshop presenter at JZ2025; GH bio/Flipper-Zero-BadUSB repo matches security topic,2026-07-03
geoffrey rekier,agilxpgeoffrey,confirm,auto,JZ2025 talk is Kotlin Multiplatform/Compose; matches Medium article by same name on same topic; Norway location,2026-07-03
isak kyrre lichtwarck bjugn,isakbjugn,confirm,auto,Unique full name; tech lead at SpareBank 1 Utvikling (matches aff) doing Kotlin/Spring Boot; own site fagord.no,2026-07-03
christoffer vig,babadofar,confirm,auto,"Long-running JavaZone speaker (2015 ELK talk, JZ2025 Kubernetes/agile talk); unique name match",2026-07-03
andreas larsen,larsenwork,reject,auto,"Common name; larsenwork is Danish type-designer/frontend dev at leoilab, unrelated to Kantega; JZ2025 talk is Excel/CSV/DB tools, inconsistent with font/frontend profile",2026-07-03
elise kristiansen,elisekrist,confirm,auto,Confirmed Variant frontend dev; JZ2025 lightning talk on ARIA matches accessibility-focused GH profile,2026-07-03
jan greger hemb,JGH153,confirm,auto,"GH bio confirms full name, Norway, personal studio hembstudios.no; JZ2025 lightning talk Frontend/DevOps/Organization matches frontend/mobile repos",2026-07-03
vegard haugstvedt,it-vegard,confirm,auto,GH bio company Rubberduck matches aff exactly; accessibility/WCAG/ARIA focus matches JZ2023 and JZ2025 talks,2026-07-03
sam wang,samwang0723,confirm,auto,Taipei location matches conf; SoftLeader Java/Spring R&D aff matches OTP/Spring Authorization Server talk topic; has old Java repos,2026-07-03
ruei,fatfingererr,confirm,auto,Taipei Taiwan location matches conf; clojure-tw/emacs-tw JVM-adjacent tech-community orgs; only plausible name-matching candidate,2026-07-03
jiayun zhou,jiayun,confirm,auto,exact name match; has Kotlin repo intellij-mcp; Taiwan location; @104corp Taiwan company; on official JCConf2025 speaker list,2026-07-03
ethan,ethanflower1903,reject,auto,SF location vs Taiwan conf; 93/100 repos are forks (bot-like collector); no JVM signal; speaker talk is Java/Spring ReBAC but profile shows no backend/JVM work,2026-07-03
frank tsai,ju5td0m7m1nd,reject,auto,"speaker is senior architect w/ 15yr .NET/Java at Cathay Financial; candidate repos are JS/TS/Rust indie side-projects, no Java/.NET signal, profile mismatch",2026-07-03
samson,samswag,reject,auto,Samson Goddy is Nigeria-based Sugar Labs FOSS advocate; speaker is Cathay Financial Holdings Spring AI architect in Taiwan; no overlap,2026-07-03
andy lu,andyluss,reject,auto,"陆仕桑 profile is web/indie-game dev (Vue/JS/ActionScript), zero Kotlin/Java; speaker talk is Kotlin+AI app dev, wrong candidate despite higher followers",2026-07-03
andy lu,andyludeveloper,confirm,auto,"Taipei Android/Flutter dev at TransIoT; 20 Kotlin + 6 Java repos; matches speaker bio 'App developer, passionate about Kotlin' and Kotlin+AI talk",2026-07-03
pino,jofpin,reject,auto,Jose Pino is a security researcher w/ no JVM repos and mismatched first name; speaker is Cathay backend engineer giving a Java IntelliJ-plugin talk,2026-07-03
justin,jart,reject,auto,"Justin Tunney is a famous C/asm systems programmer (Cosmopolitan/llamafile) based in Mountain View, CA; speaker is a Taiwan Java dev giving a Guava/Java talk, no JVM overlap",2026-07-03
